Entity,Code,Year,Palma ratio (Pretax) (Estimated)
East Africa (WID),,1992,13.278867
East Africa (WID),,1993,12.545643
East Africa (WID),,1994,12.884861
East Africa (WID),,1995,12.393004
East Africa (WID),,1996,11.584466
East Africa (WID),,1997,10.227113
East Africa (WID),,1998,9.538333
East Africa (WID),,1999,8.834906
East Africa (WID),,2000,8.642527
East Africa (WID),,2001,8.60916
East Africa (WID),,2002,8.459459
East Africa (WID),,2003,8.297496
East Africa (WID),,2004,8.08815
East Africa (WID),,2005,8.040346
East Africa (WID),,2006,8.120464
East Africa (WID),,2007,8.104499
East Africa (WID),,2008,7.9584527
East Africa (WID),,2009,7.8675213
East Africa (WID),,2010,7.855508
East Africa (WID),,2011,7.7116475
East Africa (WID),,2012,7.648725
East Africa (WID),,2013,7.705714
East Africa (WID),,2014,7.818182
East Africa (WID),,2015,7.689016
East Africa (WID),,2016,7.5471168
East Africa (WID),,2017,7.480447
East Africa (WID),,2018,7.230137
East Africa (WID),,2019,7.093496
East Africa (WID),,2020,7.0121784
East Africa (WID),,2021,7.1994534
East Africa (WID),,2022,7.268595
East Africa (WID),,2023,7.309293
East Asia (WID),,1820,4.0940247
East Asia (WID),,1850,4.309009
East Asia (WID),,1880,4.846743
East Asia (WID),,1900,5.045098
East Asia (WID),,1910,5.854856
East Asia (WID),,1920,5.4761906
East Asia (WID),,1930,5.5198746
East Asia (WID),,1940,6.0122085
East Asia (WID),,1950,3.3227124
East Asia (WID),,1960,3.6322525
East Asia (WID),,1970,5.728166
East Asia (WID),,1980,7.54023
East Asia (WID),,1981,7.4834185
East Asia (WID),,1982,7.374046
East Asia (WID),,1983,7.154421
East Asia (WID),,1984,6.9558825
East Asia (WID),,1985,6.9938574
East Asia (WID),,1986,7.4399476
East Asia (WID),,1987,7.5019817
East Asia (WID),,1988,7.7320704
East Asia (WID),,1989,8.397417
East Asia (WID),,1990,8.806785
East Asia (WID),,1991,9.1292305
East Asia (WID),,1992,9.01087
East Asia (WID),,1993,8.741885
East Asia (WID),,1994,8.568567
East Asia (WID),,1995,7.978166
East Asia (WID),,1996,7.9283667
East Asia (WID),,1997,7.646154
East Asia (WID),,1998,7.5567865
East Asia (WID),,1999,7.6794324
East Asia (WID),,2000,8.137931
East Asia (WID),,2001,8.2739725
East Asia (WID),,2002,8.499215
East Asia (WID),,2003,8.540284
East Asia (WID),,2004,7.9411764
East Asia (WID),,2005,8.280315
East Asia (WID),,2006,8.0354395
East Asia (WID),,2007,7.949541
East Asia (WID),,2008,7.245997
East Asia (WID),,2009,7.1654572
East Asia (WID),,2010,7.0728865
East Asia (WID),,2011,6.771831
East Asia (WID),,2012,6.4068027
East Asia (WID),,2013,6.3383355
East Asia (WID),,2014,6.439456
East Asia (WID),,2015,6.0091743
East Asia (WID),,2016,6.209177
East Asia (WID),,2017,6.2419353
East Asia (WID),,2018,6.429741
East Asia (WID),,2019,6.1050534
East Asia (WID),,2020,6.021108
East Asia (WID),,2021,5.9177547
East Asia (WID),,2022,6.102941
East Asia (WID),,2023,6.0534043
East Germany,OWID_GDR,1980,0.8589212
East Germany,OWID_GDR,1981,0.8566879
East Germany,OWID_GDR,1982,0.85406375
East Germany,OWID_GDR,1983,0.85195035
East Germany,OWID_GDR,1984,0.8695459
East Germany,OWID_GDR,1985,0.8876957
East Germany,OWID_GDR,1986,0.88903743
East Germany,OWID_GDR,1987,0.8911595
East Germany,OWID_GDR,1988,0.8924303
East Germany,OWID_GDR,1989,0.8924303
East Germany,OWID_GDR,1990,0.8924303
East Timor,TLS,2001,4.7703547
East Timor,TLS,2007,3.017638
East Timor,TLS,2014,3.095092
East Timor,TLS,2022,3.0647373
East Timor,TLS,2023,3.0770404
Eastern Europe (WID),,1820,3.978671
Eastern Europe (WID),,1850,4.0688224
Eastern Europe (WID),,1880,4.1007433
Eastern Europe (WID),,1900,4.650356
Eastern Europe (WID),,1910,4.418261
Eastern Europe (WID),,1920,2.0818784
Eastern Europe (WID),,1930,1.8068845
Eastern Europe (WID),,1940,1.9616077
Eastern Europe (WID),,1950,1.8697027
Eastern Europe (WID),,1960,1.8281155
Eastern Europe (WID),,1970,1.4883595
Eastern Europe (WID),,1980,1.6633166
Eastern Europe (WID),,1981,1.7001897
Eastern Europe (WID),,1982,1.737516
Eastern Europe (WID),,1983,1.6972767
Eastern Europe (WID),,1984,1.6926489
Eastern Europe (WID),,1985,1.6797717
Eastern Europe (WID),,1986,1.6651955
Eastern Europe (WID),,1987,1.6626582
Eastern Europe (WID),,1988,1.6517351
Eastern Europe (WID),,1989,1.815508
Eastern Europe (WID),,1990,2.0077138
Eastern Europe (WID),,1991,2.115247
Eastern Europe (WID),,1992,2.201916
Eastern Europe (WID),,1993,2.3626626
Eastern Europe (WID),,1994,2.5715427
Eastern Europe (WID),,1995,2.8871794
Eastern Europe (WID),,1996,2.814784
Eastern Europe (WID),,1997,2.8109908
Eastern Europe (WID),,1998,2.7576737
Eastern Europe (WID),,1999,2.8426688
Eastern Europe (WID),,2000,3.012069
Eastern Europe (WID),,2001,3.0042808
Eastern Europe (WID),,2002,3.077922
Eastern Europe (WID),,2003,3.204969
Eastern Europe (WID),,2004,3.1951432
Eastern Europe (WID),,2005,3.268486
Eastern Europe (WID),,2006,3.3167105
Eastern Europe (WID),,2007,3.341442
Eastern Europe (WID),,2008,3.1937659
Eastern Europe (WID),,2009,3.1113904
Eastern Europe (WID),,2010,3.07364
Eastern Europe (WID),,2011,3.0854485
Eastern Europe (WID),,2012,3.1861064
Eastern Europe (WID),,2013,3.2024221
Eastern Europe (WID),,2014,3.2474139
Eastern Europe (WID),,2015,3.2961671
Eastern Europe (WID),,2016,3.1377552
Eastern Europe (WID),,2017,3.0902953
Eastern Europe (WID),,2018,3.2299743
Eastern Europe (WID),,2019,3.1931624
Eastern Europe (WID),,2020,3.1782682
Eastern Europe (WID),,2021,3.1037657
Eastern Europe (WID),,2022,3.1224833
Eastern Europe (WID),,2023,3.1242702
Ecuador,ECU,2002,10.967213
Ecuador,ECU,2003,10.593561
Ecuador,ECU,2004,9.953935
Ecuador,ECU,2005,9.33638
Ecuador,ECU,2006,8.016475
Ecuador,ECU,2007,10.866
Ecuador,ECU,2008,9.15625
Ecuador,ECU,2009,9.39265
Ecuador,ECU,2010,9.823301
Ecuador,ECU,2011,7.3421054
Ecuador,ECU,2012,8.554348
Ecuador,ECU,2013,6.856712
Ecuador,ECU,2014,5.6834626
Ecuador,ECU,2015,5.419146
Ecuador,ECU,2016,5.383091
Ecuador,ECU,2017,5.8139534
Ecuador,ECU,2018,6.4567723
Ecuador,ECU,2019,6.642534
Ecuador,ECU,2022,8.044484
Ecuador,ECU,2023,8.044484
Egypt,EGY,1990,3.216444
Egypt,EGY,1992,3.1373627
Egypt,EGY,1993,3.107483
Egypt,EGY,1994,3.0679219
Egypt,EGY,1995,2.9953673
Egypt,EGY,1996,3.2915206
Egypt,EGY,1997,3.5175953
Egypt,EGY,1998,3.8167052
Egypt,EGY,1999,4.105691
Egypt,EGY,2000,4.1044044
Egypt,EGY,2001,4.0757947
Egypt,EGY,2002,4.0694447
Egypt,EGY,2003,4.057283
Egypt,EGY,2004,4.122415
Egypt,EGY,2005,4.04095
Egypt,EGY,2006,4.1894827
Egypt,EGY,2007,4.083265
Egypt,EGY,2008,4.0336065
Egypt,EGY,2009,3.8055117
Egypt,EGY,2010,3.6155014
Egypt,EGY,2011,3.7927215
Egypt,EGY,2012,4.0658336
Egypt,EGY,2013,4.058188
Egypt,EGY,2014,4.201858
Egypt,EGY,2015,4.2292724
Egypt,EGY,2016,4.161371
Egypt,EGY,2017,4.002451
Egypt,EGY,2022,3.6541984
Egypt,EGY,2023,3.6491227
El Salvador,SLV,2002,18.652014
El Salvador,SLV,2003,13.674033
El Salvador,SLV,2004,13.586487
El Salvador,SLV,2005,19.496296
El Salvador,SLV,2006,13.415549
El Salvador,SLV,2007,13.64191
El Salvador,SLV,2008,13.376316
El Salvador,SLV,2009,13.114882
El Salvador,SLV,2010,11.916877
El Salvador,SLV,2011,11.193317
El Salvador,SLV,2012,10.54195
El Salvador,SLV,2013,12.821951
El Salvador,SLV,2014,13.636604
El Salvador,SLV,2015,12.476191
El Salvador,SLV,2016,13.558333
El Salvador,SLV,2017,10.959799
El Salvador,SLV,2018,10.648058
El Salvador,SLV,2022,9.103226
El Salvador,SLV,2023,9.103226
Equatorial Guinea,GNQ,2022,6.494424
Equatorial Guinea,GNQ,2023,6.5018587
Eritrea,ERI,2022,3.9008696
Eritrea,ERI,2023,3.9008696
Estonia,EST,1988,1.4374218
Estonia,EST,1999,4.0433927
Estonia,EST,2000,3.9485936
Estonia,EST,2001,3.9706745
Estonia,EST,2002,4.3120565
Estonia,EST,2003,4.8391848
Estonia,EST,2004,4.1560926
Estonia,EST,2005,4.4969697
Estonia,EST,2006,3.9313347
Estonia,EST,2007,3.2976391
Estonia,EST,2008,3.1933277
Estonia,EST,2009,2.616386
Estonia,EST,2010,2.9076176
Estonia,EST,2011,3.175918
Estonia,EST,2012,3.568592
Estonia,EST,2013,3.6732955
Estonia,EST,2014,3.2355442
Estonia,EST,2015,2.8463395
Estonia,EST,2016,3.0407631
Estonia,EST,2017,2.6556242
Estonia,EST,2018,2.6230366
Estonia,EST,2022,2.622571
Estonia,EST,2023,2.618372
Eswatini,SWZ,1994,10.066884
Eswatini,SWZ,2000,10.06199
Eswatini,SWZ,2009,9.225284
Eswatini,SWZ,2016,10.943015
Eswatini,SWZ,2022,10.943015
Eswatini,SWZ,2023,10.943015
Ethiopia,ETH,1981,7.1719513
Ethiopia,ETH,1995,7.1731706
Ethiopia,ETH,1999,3.0853117
Ethiopia,ETH,2004,3.1478715
Ethiopia,ETH,2005,3.2314112
Ethiopia,ETH,2010,3.592653
Ethiopia,ETH,2015,3.9008696
Ethiopia,ETH,2022,3.9008696
Ethiopia,ETH,2023,3.9008696
Europe (WID),,1820,5.4316144
Europe (WID),,1850,5.6075087
Europe (WID),,1880,5.180672
Europe (WID),,1900,5.8621078
Europe (WID),,1910,6.2161837
Europe (WID),,1920,5.145125
Europe (WID),,1930,3.2048612
Europe (WID),,1940,3.2489696
Europe (WID),,1950,2.5987842
Europe (WID),,1960,2.6763551
Europe (WID),,1970,2.2687545
Europe (WID),,1980,2.2797928
Europe (WID),,1981,2.2273393
Europe (WID),,1982,2.202329
Europe (WID),,1983,2.1835854
Europe (WID),,1984,2.2430453
Europe (WID),,1985,2.2358491
Europe (WID),,1986,2.2918801
Europe (WID),,1987,2.3051095
Europe (WID),,1988,2.3947957
Europe (WID),,1989,2.472012
Europe (WID),,1990,2.7105691
Europe (WID),,1991,2.8959587
Europe (WID),,1992,3.14695
Europe (WID),,1993,3.158818
Europe (WID),,1994,3.143767
Europe (WID),,1995,3.2976303
Europe (WID),,1996,3.2940075
Europe (WID),,1997,3.1978319
Europe (WID),,1998,3.306422
Europe (WID),,1999,3.4137607
Europe (WID),,2000,3.4347825
Europe (WID),,2001,3.299817
Europe (WID),,2002,3.3537605
Europe (WID),,2003,3.319266
Europe (WID),,2004,3.3169398
Europe (WID),,2005,3.3342366
Europe (WID),,2006,3.3709385
Europe (WID),,2007,3.4093356
Europe (WID),,2008,3.1857638
Europe (WID),,2009,3.205575
Europe (WID),,2010,3.1509106
Europe (WID),,2011,3.2172384
Europe (WID),,2012,3.214223
Europe (WID),,2013,3.3076923
Europe (WID),,2014,3.2997324
Europe (WID),,2015,3.238137
Europe (WID),,2016,3.1815038
Europe (WID),,2017,3.1393373
Europe (WID),,2018,3.131356
Europe (WID),,2019,3.0339966
Europe (WID),,2020,3.044665
Europe (WID),,2021,3.0354493
Europe (WID),,2022,3.019753
Europe (WID),,2023,2.9942718
European Union (WID),,1980,2.1908505
European Union (WID),,1981,2.1362994
European Union (WID),,1982,2.1197183
European Union (WID),,1983,2.1080892
European Union (WID),,1984,2.1572237
European Union (WID),,1985,2.1458626
European Union (WID),,1986,2.214589
European Union (WID),,1987,2.2211268
European Union (WID),,1988,2.3077476
European Union (WID),,1989,2.3849525
European Union (WID),,1990,2.6284585
European Union (WID),,1991,2.7081301
European Union (WID),,1992,2.8940568
European Union (WID),,1993,2.882906
European Union (WID),,1994,2.857983
European Union (WID),,1995,3.0229075
European Union (WID),,1996,3.0323143
European Union (WID),,1997,2.9285715
European Union (WID),,1998,3.0496576
European Union (WID),,1999,3.142355
European Union (WID),,2000,3.1669612
European Union (WID),,2001,3.0678694
European Union (WID),,2002,3.1034782
European Union (WID),,2003,3.0863557
European Union (WID),,2004,3.1040413
European Union (WID),,2005,3.1134813
European Union (WID),,2006,3.1759655
European Union (WID),,2007,3.2164242
European Union (WID),,2008,3.0356846
European Union (WID),,2009,3.0357738
European Union (WID),,2010,2.9759934
European Union (WID),,2011,3.057239
European Union (WID),,2012,3.0665543
European Union (WID),,2013,3.1623712
European Union (WID),,2014,3.1365187
European Union (WID),,2015,3.0884583
European Union (WID),,2016,3.0123763
European Union (WID),,2017,2.9910424
European Union (WID),,2018,2.9821138
European Union (WID),,2019,2.9011164
European Union (WID),,2020,2.9110405
European Union (WID),,2021,2.9015872
European Union (WID),,2022,2.89232
European Union (WID),,2023,2.8776639
Fiji,FJI,1980,2.6246269
Fiji,FJI,1981,2.6372476
Fiji,FJI,1982,2.649925
Fiji,FJI,1983,2.663411
Fiji,FJI,1984,2.6741912
Fiji,FJI,1985,2.6898112
Fiji,FJI,1986,2.7034795
Fiji,FJI,1987,2.71721
Fiji,FJI,1988,2.731763
Fiji,FJI,1989,2.7477133
Fiji,FJI,1990,2.762414
Fiji,FJI,1991,2.7839694
Fiji,FJI,1992,2.8097785
Fiji,FJI,1993,2.829771
Fiji,FJI,1994,2.851145
Fiji,FJI,1995,2.872519
Fiji,FJI,1996,2.89016
Fiji,FJI,1997,2.9099925
Fiji,FJI,1998,2.929062
Fiji,FJI,1999,2.945122
Fiji,FJI,2000,2.9634147
Fiji,FJI,2001,3.0989869
Fiji,FJI,2002,3.238437
Fiji,FJI,2003,3.3836734
Fiji,FJI,2004,3.5313284
Fiji,FJI,2005,3.678053
Fiji,FJI,2006,3.8296943
Fiji,FJI,2007,3.9874887
Fiji,FJI,2008,4.146252
Fiji,FJI,2009,4.3115063
Fiji,FJI,2010,4.479426
Fiji,FJI,2011,4.5289016
Fiji,FJI,2012,4.5726743
Fiji,FJI,2013,4.616959
Fiji,FJI,2014,4.6607842
Fiji,FJI,2015,4.694882
Fiji,FJI,2016,4.733927
Fiji,FJI,2017,4.771372
Fiji,FJI,2018,4.815
Fiji,FJI,2019,4.8473897
Fiji,FJI,2020,4.8849645
Fiji,FJI,2021,4.8849645
Fiji,FJI,2022,4.8849645
Fiji,FJI,2023,4.8849645
Finland,FIN,1980,1.711672
Finland,FIN,1981,1.626401
Finland,FIN,1982,1.6044776
Finland,FIN,1983,1.6167291
Finland,FIN,1984,1.6758621
Finland,FIN,1985,1.6394261
Finland,FIN,1986,1.6091812
Finland,FIN,1987,1.7075
Finland,FIN,1988,1.4991653
Finland,FIN,1989,1.6125305
Finland,FIN,1990,1.55
Finland,FIN,1991,1.4261805
Finland,FIN,1992,1.398585
Finland,FIN,1993,1.4699006
Finland,FIN,1994,1.7531095
Finland,FIN,1995,1.5755279
Finland,FIN,1996,1.9057559
Finland,FIN,1997,1.7533557
Finland,FIN,1998,2.122887
Finland,FIN,1999,1.8597388
Finland,FIN,2000,1.9964664
Finland,FIN,2001,1.9865967
Finland,FIN,2002,2.178665
Finland,FIN,2003,1.8527714
Finland,FIN,2004,1.9461043
Finland,FIN,2005,1.8221964
Finland,FIN,2006,1.9545182
Finland,FIN,2007,1.9397734
Finland,FIN,2008,2.076445
Finland,FIN,2009,1.9714109
Finland,FIN,2010,2.0362134
Finland,FIN,2011,2.0298603
Finland,FIN,2012,1.9354439
Finland,FIN,2013,1.912
Finland,FIN,2014,1.9553903
Finland,FIN,2015,2.0454545
Finland,FIN,2016,2.0137243
Finland,FIN,2017,2.073065
Finland,FIN,2022,2.115
Finland,FIN,2023,2.11375
France,FRA,1910,6.101535
France,FRA,1915,5.5
France,FRA,1916,5.6569505
France,FRA,1917,5.736602
France,FRA,1918,5.044681
France,FRA,1919,5.2002153
France,FRA,1920,5.0707397
France,FRA,1921,4.805411
France,FRA,1922,5.140086
France,FRA,1923,5.571429
France,FRA,1924,5.13319
France,FRA,1925,4.9725447
France,FRA,1926,4.5939393
France,FRA,1927,4.833678
France,FRA,1928,4.7401013
France,FRA,1929,4.42522
France,FRA,1930,4.051838
France,FRA,1931,3.9702048
France,FRA,1932,4.3547134
France,FRA,1933,4.6941648
France,FRA,1934,4.814664
France,FRA,1935,5.0270553
France,FRA,1936,4.505917
France,FRA,1937,4.3011475
France,FRA,1938,4.0726256
France,FRA,1939,3.609115
France,FRA,1940,3.7942498
France,FRA,1941,3.5910683
France,FRA,1942,3.1462612
France,FRA,1943,2.6188307
France,FRA,1944,2.3581872
France,FRA,1945,2.2731922
France,FRA,1946,2.6746895
France,FRA,1947,2.8386328
France,FRA,1948,2.5779817
France,FRA,1949,2.5778284
France,FRA,1950,2.5410082
France,FRA,1951,2.6635873
France,FRA,1952,2.7459207
France,FRA,1953,2.6702209
France,FRA,1954,2.767622
France,FRA,1955,2.8616352
France,FRA,1956,2.8004677
France,FRA,1957,2.8691883
France,FRA,1958,2.7470999
France,FRA,1959,3.0007987
France,FRA,1960,3.0808823
France,FRA,1961,3.0916464
France,FRA,1962,2.9301586
France,FRA,1963,2.9991884
France,FRA,1964,3.0048
France,FRA,1965,3.117502
France,FRA,1966,2.9790154
France,FRA,1967,2.9533386
France,FRA,1968,2.7329721
France,FRA,1969,2.6190114
France,FRA,1970,2.515129
France,FRA,1971,2.4882007
France,FRA,1972,2.4100718
France,FRA,1973,2.5295858
France,FRA,1974,2.4711046
France,FRA,1975,2.3798282
France,FRA,1976,2.2925122
France,FRA,1977,2.0764627
France,FRA,1978,1.965251
France,FRA,1979,1.9412493
France,FRA,1980,1.8843627
France,FRA,1981,1.8554688
France,FRA,1982,1.8177117
France,FRA,1983,1.8270725
France,FRA,1984,1.8519243
France,FRA,1985,1.8569587
France,FRA,1986,1.9218851
France,FRA,1987,1.9194373
France,FRA,1988,1.928345
France,FRA,1989,2.0318804
France,FRA,1990,2.0639842
France,FRA,1991,2.0841184
France,FRA,1992,2.0413609
France,FRA,1993,2.0884168
France,FRA,1994,2.145905
France,FRA,1995,2.1472814
France,FRA,1996,2.2651196
France,FRA,1997,2.315489
France,FRA,1998,2.417932
France,FRA,1999,2.392396
France,FRA,2000,2.377936
France,FRA,2001,2.361717
France,FRA,2002,2.4276412
France,FRA,2003,2.5003695
France,FRA,2004,2.5648913
France,FRA,2005,2.5791447
France,FRA,2006,2.5329874
France,FRA,2007,2.6654022
France,FRA,2008,2.6995413
France,FRA,2009,2.4932535
France,FRA,2010,2.5356874
France,FRA,2011,2.5289748
France,FRA,2012,2.4049706
France,FRA,2013,2.366228
France,FRA,2014,2.3419914
France,FRA,2015,2.4769688
France,FRA,2016,2.4493392
France,FRA,2017,2.4756637
France,FRA,2018,2.58021
France,FRA,2022,2.6033435
France,FRA,2023,2.6111112
French Polynesia,PYF,1980,2.6246269
French Polynesia,PYF,1981,2.6372476
French Polynesia,PYF,1982,2.649925
French Polynesia,PYF,1983,2.663411
French Polynesia,PYF,1984,2.6741912
French Polynesia,PYF,1985,2.6898112
French Polynesia,PYF,1986,2.7034795
French Polynesia,PYF,1987,2.71721
French Polynesia,PYF,1988,2.731763
French Polynesia,PYF,1989,2.7477133
French Polynesia,PYF,1990,2.762414
French Polynesia,PYF,1991,2.7839694
French Polynesia,PYF,1992,2.8097785
French Polynesia,PYF,1993,2.829771
French Polynesia,PYF,1994,2.851145
French Polynesia,PYF,1995,2.872519
French Polynesia,PYF,1996,2.89016
French Polynesia,PYF,1997,2.9099925
French Polynesia,PYF,1998,2.929062
French Polynesia,PYF,1999,2.945122
French Polynesia,PYF,2000,2.9634147
French Polynesia,PYF,2001,3.0989869
French Polynesia,PYF,2002,3.238437
French Polynesia,PYF,2003,3.3836734
French Polynesia,PYF,2004,3.5313284
French Polynesia,PYF,2005,3.678053
French Polynesia,PYF,2006,3.8296943
French Polynesia,PYF,2007,3.9874887
French Polynesia,PYF,2008,4.146252
French Polynesia,PYF,2009,4.3115063
French Polynesia,PYF,2010,4.479426
French Polynesia,PYF,2011,4.5289016
French Polynesia,PYF,2012,4.5726743
French Polynesia,PYF,2013,4.616959
French Polynesia,PYF,2014,4.6607842
French Polynesia,PYF,2015,4.694882
French Polynesia,PYF,2016,4.733927
French Polynesia,PYF,2017,4.771372
French Polynesia,PYF,2018,4.815
French Polynesia,PYF,2019,4.8473897
French Polynesia,PYF,2020,4.8849645
French Polynesia,PYF,2021,4.8849645
French Polynesia,PYF,2022,4.8849645
French Polynesia,PYF,2023,4.8849645
Gabon,GAB,2005,5.6286354
Gabon,GAB,2017,4.2155514
Gabon,GAB,2022,4.2155514
Gabon,GAB,2023,4.2155514
Gambia,GMB,1992,7.791193
Gambia,GMB,1998,7.8079658
Gambia,GMB,2003,7.4254446
Gambia,GMB,2010,6.2197413
Gambia,GMB,2015,4.0629497
Gambia,GMB,2022,4.6868186
Gambia,GMB,2023,4.6868186
Georgia,GEO,1997,5.2595935
Georgia,GEO,1998,6.147482
Georgia,GEO,1999,5.228635
Georgia,GEO,2000,5.156044
Georgia,GEO,2001,4.9777308
Georgia,GEO,2002,4.4142013
Georgia,GEO,2003,4.250732
Georgia,GEO,2004,4.195358
Georgia,GEO,2005,4.54306
Georgia,GEO,2006,4.507553
Georgia,GEO,2007,5.0948277
Georgia,GEO,2008,4.9269843
Georgia,GEO,2009,4.304937
Georgia,GEO,2010,4.7622013
Georgia,GEO,2011,5.8323565
Georgia,GEO,2012,4.6138415
Georgia,GEO,2013,5.556561
Georgia,GEO,2014,4.638916
Georgia,GEO,2015,4.523256
Georgia,GEO,2016,5.360341
Georgia,GEO,2017,5.0540543
Georgia,GEO,2018,4.952577
Georgia,GEO,2022,4.4241824
Georgia,GEO,2023,4.4241824
Germany,DEU,1981,1.6331775
Germany,DEU,1982,1.6038172
Germany,DEU,1983,1.6660808
Germany,DEU,1984,1.8008822
Germany,DEU,1985,1.640397
Germany,DEU,1986,1.8934269
Germany,DEU,1987,1.771888
Germany,DEU,1988,2.0843854
Germany,DEU,1989,1.9888198
Germany,DEU,1990,2.224897
Germany,DEU,1991,1.9034654
Germany,DEU,1992,2.0437956
Germany,DEU,1993,1.9706074
Germany,DEU,1994,1.7652329
Germany,DEU,1995,1.9158098
Germany,DEU,1996,2.0177631
Germany,DEU,1997,1.8960396
Germany,DEU,1998,2.0657218
Germany,DEU,1999,2.2109215
Germany,DEU,2000,2.09085
Germany,DEU,2001,2.022407
Germany,DEU,2002,2.0868993
Germany,DEU,2003,1.9846153
Germany,DEU,2004,2.127477
Germany,DEU,2005,2.4502506
Germany,DEU,2006,2.4971387
Germany,DEU,2007,2.6773722
Germany,DEU,2008,2.649417
Germany,DEU,2009,2.7548435
Germany,DEU,2010,2.6414402
Germany,DEU,2011,2.7178144
Germany,DEU,2012,2.6706676
Germany,DEU,2013,2.9831595
Germany,DEU,2014,2.9944134
Germany,DEU,2015,2.9761906
Germany,DEU,2016,2.8990684
Germany,DEU,2017,2.9207458
Germany,DEU,2022,2.7576895
Germany,DEU,2023,2.7533734
Ghana,GHA,1987,4.5954723
Ghana,GHA,1991,4.9207315
Ghana,GHA,2005,5.710983
Ghana,GHA,2012,5.492554
Ghana,GHA,2016,5.878935
Ghana,GHA,2022,5.874092
Ghana,GHA,2023,5.874092
Gibraltar,GIB,1980,2.4335349
Gibraltar,GIB,1981,2.4171042
Gibraltar,GIB,1982,2.4415781
Gibraltar,GIB,1983,2.4231057
Gibraltar,GIB,1984,2.491228
Gibraltar,GIB,1985,2.565964
Gibraltar,GIB,1986,2.493865
Gibraltar,GIB,1987,2.469605
Gibraltar,GIB,1988,2.3852942
Gibraltar,GIB,1989,2.4292102
Gibraltar,GIB,1990,2.3774688
Gibraltar,GIB,1991,2.3439767
Gibraltar,GIB,1992,2.4739196
Gibraltar,GIB,1993,2.5970497
Gibraltar,GIB,1994,2.7556453
Gibraltar,GIB,1995,2.69586
Gibraltar,GIB,1996,2.709395
Gibraltar,GIB,1997,2.8462796
Gibraltar,GIB,1998,2.825384
Gibraltar,GIB,1999,2.8400974
Gibraltar,GIB,2000,2.9396694
Gibraltar,GIB,2001,2.8897119
Gibraltar,GIB,2002,2.820701
Gibraltar,GIB,2003,2.9210083
Gibraltar,GIB,2004,3.1285715
Gibraltar,GIB,2005,3.0812228
Gibraltar,GIB,2006,3.1616871
Gibraltar,GIB,2007,3.0855432
Gibraltar,GIB,2008,2.801964
Gibraltar,GIB,2009,2.6891565
Gibraltar,GIB,2010,2.9982934
Gibraltar,GIB,2011,3.0250216
Gibraltar,GIB,2012,2.9553266
Gibraltar,GIB,2013,3.024454
Gibraltar,GIB,2014,3.0807726
Gibraltar,GIB,2015,3.0585663
Gibraltar,GIB,2016,3.0415585
Gibraltar,GIB,2017,3.0231361
Gibraltar,GIB,2018,2.9797125
Gibraltar,GIB,2019,2.9207673
Gibraltar,GIB,2020,2.9244967
Gibraltar,GIB,2021,3.0110168
Gibraltar,GIB,2022,3.0075886
Gibraltar,GIB,2023,3.0075886
Greece,GRC,1980,2.859177
Greece,GRC,1981,3.10199
Greece,GRC,1982,2.9514956
Greece,GRC,1983,2.7600932
Greece,GRC,1984,2.6902928
Greece,GRC,1985,2.8210025
Greece,GRC,1986,2.609775
Greece,GRC,1987,2.5572636
Greece,GRC,1988,2.4785876
Greece,GRC,1989,2.3485177
Greece,GRC,1990,2.4567628
Greece,GRC,1991,2.4690068
Greece,GRC,1992,2.427199
Greece,GRC,1993,2.6806324
Greece,GRC,1994,3.4177215
Greece,GRC,1995,3.3339605
Greece,GRC,1996,3.3951082
Greece,GRC,1997,3.904321
Greece,GRC,1998,4.032292
Greece,GRC,1999,4.148958
Greece,GRC,2000,4.395425
Greece,GRC,2001,4.2595744
Greece,GRC,2002,3.7616222
Greece,GRC,2003,3.185802
Greece,GRC,2004,3.3616636
Greece,GRC,2005,3.3893406
Greece,GRC,2006,3.00659
Greece,GRC,2007,2.8167331
Greece,GRC,2008,2.5569327
Greece,GRC,2009,2.411194
Greece,GRC,2010,2.7471545
Greece,GRC,2011,2.531829
Greece,GRC,2012,2.571313
Greece,GRC,2013,2.6499603
Greece,GRC,2014,3.1078515
Greece,GRC,2015,3.0093458
Greece,GRC,2016,2.7918699
Greece,GRC,2017,2.6820312
Greece,GRC,2022,2.6313813
Greece,GRC,2023,2.639369
Greenland,GRL,1980,2.6246269
Greenland,GRL,1981,2.6372476
Greenland,GRL,1982,2.649925
Greenland,GRL,1983,2.663411
Greenland,GRL,1984,2.6741912
Greenland,GRL,1985,2.6898112
Greenland,GRL,1986,2.7034795
Greenland,GRL,1987,2.71721
Greenland,GRL,1988,2.731763
Greenland,GRL,1989,2.7477133
Greenland,GRL,1990,2.762414
Greenland,GRL,1991,2.7839694
Greenland,GRL,1992,2.8097785
Greenland,GRL,1993,2.829771
Greenland,GRL,1994,2.851145
Greenland,GRL,1995,2.872519
Greenland,GRL,1996,2.89016
Greenland,GRL,1997,2.9099925
Greenland,GRL,1998,2.929062
Greenland,GRL,1999,2.945122
Greenland,GRL,2000,2.9634147
Greenland,GRL,2001,3.0989869
Greenland,GRL,2002,3.238437
Greenland,GRL,2003,3.3836734
Greenland,GRL,2004,3.5313284
Greenland,GRL,2005,3.678053
Greenland,GRL,2006,3.8296943
Greenland,GRL,2007,3.9874887
Greenland,GRL,2008,4.146252
Greenland,GRL,2009,4.3115063
Greenland,GRL,2010,4.479426
