Entity,Code,Year,Palma ratio (Pretax) (Estimated)
Afghanistan,AFG,2008,3.052906
Afghanistan,AFG,2012,2.5358338
Afghanistan,AFG,2017,2.853211
Afghanistan,AFG,2022,2.8670437
Afghanistan,AFG,2023,2.8359156
Africa (WID),,1980,13.300459
Africa (WID),,1981,12.954751
Africa (WID),,1982,13.096109
Africa (WID),,1983,13.399538
Africa (WID),,1984,13.259259
Africa (WID),,1985,13.535378
Africa (WID),,1986,12.843891
Africa (WID),,1987,12.437086
Africa (WID),,1988,12.675675
Africa (WID),,1989,12.652467
Africa (WID),,1990,12.454545
Africa (WID),,1991,12.706278
Africa (WID),,1992,12.789116
Africa (WID),,1993,12.319384
Africa (WID),,1994,12.831819
Africa (WID),,1995,12.761905
Africa (WID),,1996,12.30719
Africa (WID),,1997,12.218884
Africa (WID),,1998,11.778468
Africa (WID),,1999,11.534274
Africa (WID),,2000,11.686992
Africa (WID),,2001,11.574596
Africa (WID),,2002,11.568548
Africa (WID),,2003,11.453094
Africa (WID),,2004,11.26378
Africa (WID),,2005,11.04845
Africa (WID),,2006,11.071428
Africa (WID),,2007,10.938931
Africa (WID),,2008,10.664151
Africa (WID),,2009,10.32282
Africa (WID),,2010,10.206642
Africa (WID),,2011,9.8918915
Africa (WID),,2012,10.125227
Africa (WID),,2013,10.119565
Africa (WID),,2014,9.814487
Africa (WID),,2015,9.791887
Africa (WID),,2016,9.777778
Africa (WID),,2017,9.565972
Africa (WID),,2018,9.451115
Africa (WID),,2019,9.310696
Africa (WID),,2020,9.237288
Africa (WID),,2021,9.4965515
Africa (WID),,2022,9.4827585
Africa (WID),,2023,9.6160555
Albania,ALB,1996,2.5901375
Albania,ALB,2002,2.7886248
Albania,ALB,2005,2.6532125
Albania,ALB,2008,2.5504
Albania,ALB,2012,2.612
Albania,ALB,2015,3.1423519
Albania,ALB,2016,3.098579
Albania,ALB,2017,3.1075556
Albania,ALB,2018,3.0833333
Albania,ALB,2022,2.9973707
Albania,ALB,2023,3.0158033
Algeria,DZA,1988,3.8572636
Algeria,DZA,1989,3.883051
Algeria,DZA,1990,3.9266837
Algeria,DZA,1991,4.109756
Algeria,DZA,1992,3.8904924
Algeria,DZA,1993,4.0973067
Algeria,DZA,1994,4.8229756
Algeria,DZA,1995,4.171779
Algeria,DZA,1996,3.8789163
Algeria,DZA,1997,4.137871
Algeria,DZA,1998,3.92
Algeria,DZA,1999,3.8997452
Algeria,DZA,2000,4.1885967
Algeria,DZA,2001,4.0431404
Algeria,DZA,2002,4.140611
Algeria,DZA,2003,4.1148825
Algeria,DZA,2004,3.8955858
Algeria,DZA,2005,3.8789163
Algeria,DZA,2006,4.001718
Algeria,DZA,2007,4.1275687
Algeria,DZA,2008,3.601581
Algeria,DZA,2009,3.414264
Algeria,DZA,2010,3.2063954
Algeria,DZA,2011,2.9584486
Algeria,DZA,2022,3.8993711
Algeria,DZA,2023,3.7681608
Andorra,AND,1980,2.4335349
Andorra,AND,1981,2.4171042
Andorra,AND,1982,2.4415781
Andorra,AND,1983,2.4231057
Andorra,AND,1984,2.491228
Andorra,AND,1985,2.565964
Andorra,AND,1986,2.493865
Andorra,AND,1987,2.469605
Andorra,AND,1988,2.3852942
Andorra,AND,1989,2.4292102
Andorra,AND,1990,2.3774688
Andorra,AND,1991,2.3439767
Andorra,AND,1992,2.4739196
Andorra,AND,1993,2.5970497
Andorra,AND,1994,2.7556453
Andorra,AND,1995,2.69586
Andorra,AND,1996,2.709395
Andorra,AND,1997,2.8462796
Andorra,AND,1998,2.825384
Andorra,AND,1999,2.8400974
Andorra,AND,2000,2.9396694
Andorra,AND,2001,2.8897119
Andorra,AND,2002,2.820701
Andorra,AND,2003,2.9210083
Andorra,AND,2004,3.1285715
Andorra,AND,2005,3.0812228
Andorra,AND,2006,3.1616871
Andorra,AND,2007,3.0855432
Andorra,AND,2008,2.801964
Andorra,AND,2009,2.6891565
Andorra,AND,2010,2.9982934
Andorra,AND,2011,3.0250216
Andorra,AND,2012,2.9553266
Andorra,AND,2013,3.024454
Andorra,AND,2014,3.0807726
Andorra,AND,2015,3.0585663
Andorra,AND,2016,3.0415585
Andorra,AND,2017,3.0231361
Andorra,AND,2018,2.9797125
Andorra,AND,2019,2.9207673
Andorra,AND,2020,2.9244967
Andorra,AND,2021,3.0110168
Andorra,AND,2022,3.0075886
Andorra,AND,2023,3.0075886
Angola,AGO,1995,10.152249
Angola,AGO,2000,10.067125
Angola,AGO,2008,5.6934733
Angola,AGO,2018,9.641666
Angola,AGO,2022,9.588039
Angola,AGO,2023,9.588039
Anguilla,AIA,1980,11.876858
Anguilla,AIA,1981,11.925373
Anguilla,AIA,1982,11.976445
Anguilla,AIA,1983,12.027957
Anguilla,AIA,1984,12.103896
Anguilla,AIA,1985,12.156522
Anguilla,AIA,1986,12.209607
Anguilla,AIA,1987,12.287912
Anguilla,AIA,1988,12.342163
Anguilla,AIA,1989,12.510067
Anguilla,AIA,1990,12.566292
Anguilla,AIA,1991,12.427617
Anguilla,AIA,1992,12.350332
Anguilla,AIA,1993,12.27373
Anguilla,AIA,1994,12.224669
Anguilla,AIA,1995,12.122539
Anguilla,AIA,1996,12.076419
Anguilla,AIA,1997,12.002174
Anguilla,AIA,1998,11.930736
Anguilla,AIA,1999,11.859914
Anguilla,AIA,2000,11.815054
Anguilla,AIA,2001,11.702991
Anguilla,AIA,2002,11.641791
Anguilla,AIA,2003,11.536017
Anguilla,AIA,2004,11.455696
Anguilla,AIA,2005,11.378151
Anguilla,AIA,2006,11.327044
Anguilla,AIA,2007,11.252609
Anguilla,AIA,2008,11.204166
Anguilla,AIA,2009,11.109731
Anguilla,AIA,2010,11.06405
Anguilla,AIA,2011,10.198077
Anguilla,AIA,2012,9.446043
Anguilla,AIA,2013,8.798646
Anguilla,AIA,2014,8.2137165
Anguilla,AIA,2015,7.7140694
Anguilla,AIA,2016,7.243902
Anguilla,AIA,2017,6.8385773
Anguilla,AIA,2018,6.462141
Anguilla,AIA,2019,6.12625
Anguilla,AIA,2020,5.887273
Anguilla,AIA,2021,5.887273
Anguilla,AIA,2022,5.887273
Anguilla,AIA,2023,5.887273
Antigua and Barbuda,ATG,1980,11.876858
Antigua and Barbuda,ATG,1981,11.925373
Antigua and Barbuda,ATG,1982,11.976445
Antigua and Barbuda,ATG,1983,12.027957
Antigua and Barbuda,ATG,1984,12.103896
Antigua and Barbuda,ATG,1985,12.156522
Antigua and Barbuda,ATG,1986,12.209607
Antigua and Barbuda,ATG,1987,12.287912
Antigua and Barbuda,ATG,1988,12.342163
Antigua and Barbuda,ATG,1989,12.510067
Antigua and Barbuda,ATG,1990,12.566292
Antigua and Barbuda,ATG,1991,12.427617
Antigua and Barbuda,ATG,1992,12.350332
Antigua and Barbuda,ATG,1993,12.27373
Antigua and Barbuda,ATG,1994,12.224669
Antigua and Barbuda,ATG,1995,12.122539
Antigua and Barbuda,ATG,1996,12.076419
Antigua and Barbuda,ATG,1997,12.002174
Antigua and Barbuda,ATG,1998,11.930736
Antigua and Barbuda,ATG,1999,11.859914
Antigua and Barbuda,ATG,2000,11.815054
Antigua and Barbuda,ATG,2001,11.702991
Antigua and Barbuda,ATG,2002,11.641791
Antigua and Barbuda,ATG,2003,11.536017
Antigua and Barbuda,ATG,2004,11.455696
Antigua and Barbuda,ATG,2005,11.378151
Antigua and Barbuda,ATG,2006,11.327044
Antigua and Barbuda,ATG,2007,11.252609
Antigua and Barbuda,ATG,2008,11.204166
Antigua and Barbuda,ATG,2009,11.109731
Antigua and Barbuda,ATG,2010,11.06405
Antigua and Barbuda,ATG,2011,10.198077
Antigua and Barbuda,ATG,2012,9.446043
Antigua and Barbuda,ATG,2013,8.798646
Antigua and Barbuda,ATG,2014,8.2137165
Antigua and Barbuda,ATG,2015,7.7140694
Antigua and Barbuda,ATG,2016,7.243902
Antigua and Barbuda,ATG,2017,6.8385773
Antigua and Barbuda,ATG,2018,6.462141
Antigua and Barbuda,ATG,2019,6.12625
Antigua and Barbuda,ATG,2020,5.887273
Antigua and Barbuda,ATG,2021,5.887273
Antigua and Barbuda,ATG,2022,5.887273
Antigua and Barbuda,ATG,2023,5.887273
Argentina,ARG,2001,14.636103
Argentina,ARG,2002,14.823361
Argentina,ARG,2003,8.101666
Argentina,ARG,2004,7.002994
Argentina,ARG,2005,6.462751
Argentina,ARG,2006,5.908479
Argentina,ARG,2007,6.0527706
Argentina,ARG,2008,5.882503
Argentina,ARG,2009,5.466156
Argentina,ARG,2010,5.3236713
Argentina,ARG,2011,4.8395905
Argentina,ARG,2012,4.3103824
Argentina,ARG,2013,4.4
Argentina,ARG,2014,4.72759
Argentina,ARG,2015,4.921323
Argentina,ARG,2016,5.114094
Argentina,ARG,2017,4.5708246
Argentina,ARG,2018,4.840355
Argentina,ARG,2022,4.4255104
Argentina,ARG,2023,4.4255104
Armenia,ARM,1996,4.5686274
Armenia,ARM,1999,3.6088743
Armenia,ARM,2002,3.2226415
Armenia,ARM,2003,3.0257328
Armenia,ARM,2004,3.6099684
Armenia,ARM,2005,3.5466564
Armenia,ARM,2006,2.3880982
Armenia,ARM,2007,2.582365
Armenia,ARM,2008,2.3667529
Armenia,ARM,2009,2.4448051
Armenia,ARM,2010,2.5614617
Armenia,ARM,2011,2.3386683
Armenia,ARM,2012,2.3360813
Armenia,ARM,2013,2.6305084
Armenia,ARM,2014,2.7973444
Armenia,ARM,2015,2.8468084
Armenia,ARM,2016,3.0692015
Armenia,ARM,2017,3.944125
Armenia,ARM,2018,3.3006089
Armenia,ARM,2022,2.7123287
Armenia,ARM,2023,2.7150686
Aruba,ABW,1980,11.876858
Aruba,ABW,1981,11.925373
Aruba,ABW,1982,11.976445
Aruba,ABW,1983,12.027957
Aruba,ABW,1984,12.103896
Aruba,ABW,1985,12.156522
Aruba,ABW,1986,12.209607
Aruba,ABW,1987,12.287912
Aruba,ABW,1988,12.342163
Aruba,ABW,1989,12.510067
Aruba,ABW,1990,12.566292
Aruba,ABW,1991,12.427617
Aruba,ABW,1992,12.350332
Aruba,ABW,1993,12.27373
Aruba,ABW,1994,12.224669
Aruba,ABW,1995,12.122539
Aruba,ABW,1996,12.076419
Aruba,ABW,1997,12.002174
Aruba,ABW,1998,11.930736
Aruba,ABW,1999,11.859914
Aruba,ABW,2000,11.815054
Aruba,ABW,2001,11.702991
Aruba,ABW,2002,11.641791
Aruba,ABW,2003,11.536017
Aruba,ABW,2004,11.455696
Aruba,ABW,2005,11.378151
Aruba,ABW,2006,11.327044
Aruba,ABW,2007,11.252609
Aruba,ABW,2008,11.204166
Aruba,ABW,2009,11.109731
Aruba,ABW,2010,11.06405
Aruba,ABW,2011,10.198077
Aruba,ABW,2012,9.446043
Aruba,ABW,2013,8.798646
Aruba,ABW,2014,8.2137165
Aruba,ABW,2015,7.7140694
Aruba,ABW,2016,7.243902
Aruba,ABW,2017,6.8385773
Aruba,ABW,2018,6.462141
Aruba,ABW,2019,6.12625
Aruba,ABW,2020,5.887273
Aruba,ABW,2021,5.887273
Aruba,ABW,2022,5.887273
Aruba,ABW,2023,5.887273
Asia (WID),,1980,9.604235
Asia (WID),,1981,9.244445
Asia (WID),,1982,8.417041
Asia (WID),,1983,8.681957
Asia (WID),,1984,8.014451
Asia (WID),,1985,8.158892
Asia (WID),,1986,8.240413
Asia (WID),,1987,8.172059
Asia (WID),,1988,8.468373
Asia (WID),,1989,8.431579
Asia (WID),,1990,8.566465
Asia (WID),,1991,8.95
Asia (WID),,1992,8.87037
Asia (WID),,1993,8.388971
Asia (WID),,1994,8.223032
Asia (WID),,1995,8.1190815
Asia (WID),,1996,8.195402
Asia (WID),,1997,7.8593316
Asia (WID),,1998,7.446524
Asia (WID),,1999,7.4751678
Asia (WID),,2000,7.8270574
Asia (WID),,2001,7.966054
Asia (WID),,2002,8.101156
Asia (WID),,2003,8.128093
Asia (WID),,2004,8.208211
Asia (WID),,2005,8.3467865
Asia (WID),,2006,8.282089
Asia (WID),,2007,8.3363495
Asia (WID),,2008,8.356601
Asia (WID),,2009,7.9131074
Asia (WID),,2010,8.008995
Asia (WID),,2011,8.119697
Asia (WID),,2012,7.9623494
Asia (WID),,2013,7.8697605
Asia (WID),,2014,7.705795
Asia (WID),,2015,7.6435933
Asia (WID),,2016,7.6464496
Asia (WID),,2017,7.6503706
Asia (WID),,2018,7.8056803
Asia (WID),,2019,7.568282
Asia (WID),,2020,7.4803495
Asia (WID),,2021,7.556701
Asia (WID),,2022,7.82406
Asia (WID),,2023,7.552786
Asia (excluding Middle East) (WID),,1980,6.1703787
Asia (excluding Middle East) (WID),,1981,6.111111
Asia (excluding Middle East) (WID),,1982,6.0576496
Asia (excluding Middle East) (WID),,1983,6.167604
Asia (excluding Middle East) (WID),,1984,6.0011063
Asia (excluding Middle East) (WID),,1985,6.11435
Asia (excluding Middle East) (WID),,1986,6.385598
Asia (excluding Middle East) (WID),,1987,6.4711423
Asia (excluding Middle East) (WID),,1988,6.627545
Asia (excluding Middle East) (WID),,1989,6.845777
Asia (excluding Middle East) (WID),,1990,6.9361963
Asia (excluding Middle East) (WID),,1991,7.1007557
Asia (excluding Middle East) (WID),,1992,7.147959
Asia (excluding Middle East) (WID),,1993,7.0806656
Asia (excluding Middle East) (WID),,1994,7.0850515
Asia (excluding Middle East) (WID),,1995,7.0140667
Asia (excluding Middle East) (WID),,1996,6.821918
Asia (excluding Middle East) (WID),,1997,6.635697
Asia (excluding Middle East) (WID),,1998,6.337662
Asia (excluding Middle East) (WID),,1999,6.320331
Asia (excluding Middle East) (WID),,2000,6.5158153
Asia (excluding Middle East) (WID),,2001,6.645601
Asia (excluding Middle East) (WID),,2002,6.9119897
Asia (excluding Middle East) (WID),,2003,6.836735
Asia (excluding Middle East) (WID),,2004,6.8405614
Asia (excluding Middle East) (WID),,2005,6.9908853
Asia (excluding Middle East) (WID),,2006,6.9284787
Asia (excluding Middle East) (WID),,2007,7.0211363
Asia (excluding Middle East) (WID),,2008,7.0319576
Asia (excluding Middle East) (WID),,2009,6.929615
Asia (excluding Middle East) (WID),,2010,7.0487146
Asia (excluding Middle East) (WID),,2011,7.165981
Asia (excluding Middle East) (WID),,2012,7.025921
Asia (excluding Middle East) (WID),,2013,6.9945354
Asia (excluding Middle East) (WID),,2014,7.0455174
Asia (excluding Middle East) (WID),,2015,7.0440164
Asia (excluding Middle East) (WID),,2016,7.0666666
Asia (excluding Middle East) (WID),,2017,7.1328673
Asia (excluding Middle East) (WID),,2018,7.216292
Asia (excluding Middle East) (WID),,2019,6.955923
Asia (excluding Middle East) (WID),,2020,6.9806895
Asia (excluding Middle East) (WID),,2021,6.98615
Asia (excluding Middle East) (WID),,2022,7.2107496
Asia (excluding Middle East) (WID),,2023,7.0180306
Australia,AUS,1911,4.7458506
Australia,AUS,1912,4.821591
Australia,AUS,1913,4.1980624
Australia,AUS,1914,3.8108108
Australia,AUS,1915,3.4788306
Australia,AUS,1916,2.847764
Australia,AUS,1917,2.9301436
Australia,AUS,1918,2.992293
Australia,AUS,1919,4.760181
Australia,AUS,1920,3.4176707
Australia,AUS,1921,4.170784
Australia,AUS,1922,3.657436
Australia,AUS,1923,4.23301
Australia,AUS,1924,4.1989245
Australia,AUS,1925,4.001058
Australia,AUS,1926,3.8683386
Australia,AUS,1927,4.1860213
Australia,AUS,1928,4.3090315
Australia,AUS,1929,3.651282
Australia,AUS,1930,3.2060845
Australia,AUS,1931,3.0164092
Australia,AUS,1932,2.9865255
Australia,AUS,1933,3.469285
Australia,AUS,1934,3.485887
Australia,AUS,1935,3.5861366
Australia,AUS,1936,3.9788582
Australia,AUS,1937,3.231527
Australia,AUS,1938,3.4909275
Australia,AUS,1939,3.6772866
Australia,AUS,1940,3.4652567
Australia,AUS,1941,3.6875641
Australia,AUS,1942,3.6040816
Australia,AUS,1943,3.6206543
Australia,AUS,1944,3.1545987
Australia,AUS,1945,2.8043478
Australia,AUS,1946,3.199215
Australia,AUS,1947,3.436747
Australia,AUS,1948,3.3977957
Australia,AUS,1949,3.4281406
Australia,AUS,1950,3.371601
Australia,AUS,1951,2.5646067
Australia,AUS,1952,2.5214953
Australia,AUS,1953,2.4730983
Australia,AUS,1954,2.4248848
Australia,AUS,1955,2.3858845
Australia,AUS,1956,2.4326568
Australia,AUS,1957,2.1996353
Australia,AUS,1958,2.8934348
Australia,AUS,1959,2.6669767
Australia,AUS,1960,2.6443825
Australia,AUS,1961,2.6601307
Australia,AUS,1962,2.736544
Australia,AUS,1963,2.7954328
Australia,AUS,1964,2.6825397
Australia,AUS,1965,2.6302133
Australia,AUS,1966,2.515511
Australia,AUS,1967,2.5402193
Australia,AUS,1968,2.491833
Australia,AUS,1969,2.4333036
Australia,AUS,1970,2.398041
Australia,AUS,1971,2.4668484
Australia,AUS,1972,2.3901787
Australia,AUS,1973,2.284965
Australia,AUS,1974,2.1689537
Australia,AUS,1975,2.0895905
Australia,AUS,1976,2.0294614
Australia,AUS,1977,2.0345118
Australia,AUS,1978,2.0210261
Australia,AUS,1979,2.072034
Australia,AUS,1980,2.1319623
Australia,AUS,1981,2.1323025
Australia,AUS,1982,2.1968503
Australia,AUS,1983,2.1422415
Australia,AUS,1984,2.1884184
Australia,AUS,1985,2.2254133
Australia,AUS,1986,2.346975
Australia,AUS,1987,2.5718231
Australia,AUS,1988,2.7849057
Australia,AUS,1989,2.5344203
Australia,AUS,1990,2.4092941
Australia,AUS,1991,2.6265488
Australia,AUS,1992,2.517182
Australia,AUS,1993,2.637566
Australia,AUS,1994,2.7258065
Australia,AUS,1995,2.7566845
Australia,AUS,1996,2.7089162
Australia,AUS,1997,2.7918918
Australia,AUS,1998,2.8446069
Australia,AUS,1999,2.8887858
Australia,AUS,2000,2.9841566
Australia,AUS,2001,2.7919228
Australia,AUS,2002,3.106464
Australia,AUS,2003,2.9494128
Australia,AUS,2004,3.0480943
Australia,AUS,2005,3.2181304
Australia,AUS,2006,3.1876173
Australia,AUS,2007,3.121929
Australia,AUS,2008,3.2783604
Australia,AUS,2009,3.231685
Australia,AUS,2010,3.21875
Australia,AUS,2011,3.2027273
Australia,AUS,2012,3.217232
Australia,AUS,2013,3.3487277
Australia,AUS,2014,3.246054
Australia,AUS,2015,3.3021924
Australia,AUS,2016,3.1911488
Australia,AUS,2017,3.2713473
Australia,AUS,2018,3.1532779
Australia,AUS,2022,3.256783
Australia,AUS,2023,3.167147
Austria,AUT,2004,1.9645599
Austria,AUT,2005,2.1393342
Austria,AUT,2006,2.3634021
Austria,AUT,2007,2.1521196
Austria,AUT,2008,2.1520395
Austria,AUT,2009,2.1118011
Austria,AUT,2010,2.1093848
Austria,AUT,2011,2.0311928
Austria,AUT,2012,1.8452451
Austria,AUT,2013,1.8418278
Austria,AUT,2014,2.0048194
Austria,AUT,2015,1.9721718
Austria,AUT,2016,2.0458155
Austria,AUT,2022,2.1833742
Austria,AUT,2023,2.0647483
Azerbaijan,AZE,1995,3.814982
Azerbaijan,AZE,2002,2.1596935
Azerbaijan,AZE,2003,2.1480381
Azerbaijan,AZE,2004,2.1339493
Azerbaijan,AZE,2022,2.1381311
Azerbaijan,AZE,2023,2.1304348
Bahamas,BHS,2022,8.932758
Bahamas,BHS,2023,8.932758
Bahrain,BHR,1995,6.8562655
Bahrain,BHR,2005,8.415362
Bahrain,BHR,2015,7.395109
Bahrain,BHR,2022,7.310742
Bahrain,BHR,2023,7.26242
Bangladesh,BGD,1983,2.339204
Bangladesh,BGD,1985,2.5482368
Bangladesh,BGD,1988,2.800988
Bangladesh,BGD,1991,2.5657804
Bangladesh,BGD,1995,3.5059383
Bangladesh,BGD,2000,3.5540211
Bangladesh,BGD,2005,3.8718832
Bangladesh,BGD,2010,3.4416
Bangladesh,BGD,2016,3.1239731
Bangladesh,BGD,2022,3.140824
Bangladesh,BGD,2023,3.1187453
Barbados,BRB,1980,11.876858
Barbados,BRB,1981,11.925373
Barbados,BRB,1982,11.976445
Barbados,BRB,1983,12.027957
Barbados,BRB,1984,12.103896
Barbados,BRB,1985,12.156522
Barbados,BRB,1986,12.209607
Barbados,BRB,1987,12.287912
Barbados,BRB,1988,12.342163
Barbados,BRB,1989,12.510067
Barbados,BRB,1990,12.566292
Barbados,BRB,1991,12.427617
Barbados,BRB,1992,12.350332
Barbados,BRB,1993,12.27373
Barbados,BRB,1994,12.224669
Barbados,BRB,1995,12.122539
Barbados,BRB,1996,12.076419
Barbados,BRB,1997,12.002174
Barbados,BRB,1998,11.930736
Barbados,BRB,1999,11.859914
Barbados,BRB,2000,11.815054
Barbados,BRB,2001,11.702991
Barbados,BRB,2002,11.641791
Barbados,BRB,2003,11.536017
Barbados,BRB,2004,11.455696
Barbados,BRB,2005,11.378151
Barbados,BRB,2006,11.327044
Barbados,BRB,2007,11.252609
Barbados,BRB,2008,11.204166
Barbados,BRB,2009,11.109731
Barbados,BRB,2010,11.06405
Barbados,BRB,2011,10.198077
Barbados,BRB,2012,9.446043
Barbados,BRB,2013,8.798646
Barbados,BRB,2014,8.2137165
Barbados,BRB,2015,7.7140694
Barbados,BRB,2016,7.243902
Barbados,BRB,2017,6.8385773
Barbados,BRB,2018,6.462141
Barbados,BRB,2019,6.12625
Barbados,BRB,2020,5.887273
Barbados,BRB,2021,5.887273
Barbados,BRB,2022,5.887273
Barbados,BRB,2023,5.887273
Belarus,BLR,1993,1.3413371
Belarus,BLR,1995,2.0119832
Belarus,BLR,1999,2.543662
Belarus,BLR,2000,2.4770706
Belarus,BLR,2001,2.2567394
Belarus,BLR,2002,2.2227848
Belarus,BLR,2003,2.0645359
Belarus,BLR,2004,1.8959672
Belarus,BLR,2005,1.9475254
Belarus,BLR,2006,1.9524093
Belarus,BLR,2007,2.2342858
Belarus,BLR,2008,2.1477556
Belarus,BLR,2009,2.0432172
Belarus,BLR,2010,2.013261
Belarus,BLR,2011,2.3204708
Belarus,BLR,2012,2.0433214
Belarus,BLR,2013,1.7144402
Belarus,BLR,2014,1.8364146
Belarus,BLR,2015,1.6749594
Belarus,BLR,2016,1.6921833
Belarus,BLR,2017,1.7515118
Belarus,BLR,2018,1.7094339
Belarus,BLR,2022,1.705946
Belarus,BLR,2023,1.7044841
Belgium,BEL,1985,2.2085931
Belgium,BEL,1988,2.4506838
Belgium,BEL,1991,2.2658758
Belgium,BEL,1992,2.2620056
Belgium,BEL,1993,2.2519298
Belgium,BEL,1994,2.3801296
Belgium,BEL,1995,2.2975266
Belgium,BEL,1996,2.3761733
Belgium,BEL,1997,2.3097596
Belgium,BEL,1998,2.3928046
Belgium,BEL,1999,2.3419726
Belgium,BEL,2000,2.4578314
Belgium,BEL,2001,2.389177
Belgium,BEL,2002,2.2971594
Belgium,BEL,2003,2.3883421
Belgium,BEL,2004,2.3263235
Belgium,BEL,2005,2.2487597
Belgium,BEL,2006,2.2521067
Belgium,BEL,2007,2.301188
Belgium,BEL,2008,2.101945
Belgium,BEL,2009,2.0821452
Belgium,BEL,2010,2.1723657
Belgium,BEL,2011,2.1454294
Belgium,BEL,2012,2.248927
Belgium,BEL,2013,2.1972125
Belgium,BEL,2014,2.3030303
Belgium,BEL,2015,2.2944565
Belgium,BEL,2016,2.2557976
Belgium,BEL,2017,2.2240896
Belgium,BEL,2022,2.1933515
Belgium,BEL,2023,2.197556
Belize,BLZ,2022,8.932758
Belize,BLZ,2023,8.932758
Benin,BEN,2003,4.697947
Benin,BEN,2011,5.8707094
Benin,BEN,2015,7.5475864
Benin,BEN,2022,3.6878216
Benin,BEN,2023,3.6878216
Bermuda,BMU,1980,2.6246269
Bermuda,BMU,1981,2.6372476
Bermuda,BMU,1982,2.649925
Bermuda,BMU,1983,2.663411
Bermuda,BMU,1984,2.6741912
Bermuda,BMU,1985,2.6898112
Bermuda,BMU,1986,2.7034795
Bermuda,BMU,1987,2.71721
Bermuda,BMU,1988,2.731763
Bermuda,BMU,1989,2.7477133
Bermuda,BMU,1990,2.762414
Bermuda,BMU,1991,2.7839694
Bermuda,BMU,1992,2.8097785
Bermuda,BMU,1993,2.829771
Bermuda,BMU,1994,2.851145
Bermuda,BMU,1995,2.872519
Bermuda,BMU,1996,2.89016
Bermuda,BMU,1997,2.9099925
Bermuda,BMU,1998,2.929062
Bermuda,BMU,1999,2.945122
Bermuda,BMU,2000,2.9634147
Bermuda,BMU,2001,3.0989869
Bermuda,BMU,2002,3.238437
Bermuda,BMU,2003,3.3836734
Bermuda,BMU,2004,3.5313284
Bermuda,BMU,2005,3.678053
Bermuda,BMU,2006,3.8296943
Bermuda,BMU,2007,3.9874887
Bermuda,BMU,2008,4.146252
Bermuda,BMU,2009,4.3115063
Bermuda,BMU,2010,4.479426
Bermuda,BMU,2011,4.5289016
Bermuda,BMU,2012,4.5726743
Bermuda,BMU,2013,4.616959
Bermuda,BMU,2014,4.6562195
Bermuda,BMU,2015,4.694882
Bermuda,BMU,2016,4.733927
Bermuda,BMU,2017,4.771372
Bermuda,BMU,2018,4.815
Bermuda,BMU,2019,4.8473897
Bermuda,BMU,2020,4.8849645
Bermuda,BMU,2021,4.8849645
Bermuda,BMU,2022,4.8849645
Bermuda,BMU,2023,4.8849645
Bhutan,BTN,2003,5.459821
Bhutan,BTN,2007,4.396857
Bhutan,BTN,2012,4.6034985
Bhutan,BTN,2017,3.8909092
Bhutan,BTN,2022,3.7043633
Bhutan,BTN,2023,3.6983986
Bolivia,BOL,2022,8.932758
Bolivia,BOL,2023,8.932758
Bonaire Sint Eustatius and Saba,BES,1980,11.876858
Bonaire Sint Eustatius and Saba,BES,1981,11.925373
Bonaire Sint Eustatius and Saba,BES,1982,11.976445
Bonaire Sint Eustatius and Saba,BES,1983,12.027957
Bonaire Sint Eustatius and Saba,BES,1984,12.103896
Bonaire Sint Eustatius and Saba,BES,1985,12.156522
Bonaire Sint Eustatius and Saba,BES,1986,12.209607
Bonaire Sint Eustatius and Saba,BES,1987,12.287912
Bonaire Sint Eustatius and Saba,BES,1988,12.342163
Bonaire Sint Eustatius and Saba,BES,1989,12.510067
Bonaire Sint Eustatius and Saba,BES,1990,12.566292
Bonaire Sint Eustatius and Saba,BES,1991,12.427617
Bonaire Sint Eustatius and Saba,BES,1992,12.350332
Bonaire Sint Eustatius and Saba,BES,1993,12.27373
Bonaire Sint Eustatius and Saba,BES,1994,12.224669
Bonaire Sint Eustatius and Saba,BES,1995,12.122539
Bonaire Sint Eustatius and Saba,BES,1996,12.076419
Bonaire Sint Eustatius and Saba,BES,1997,12.002174
Bonaire Sint Eustatius and Saba,BES,1998,11.930736
Bonaire Sint Eustatius and Saba,BES,1999,11.859914
Bonaire Sint Eustatius and Saba,BES,2000,11.815054
Bonaire Sint Eustatius and Saba,BES,2001,11.702991
Bonaire Sint Eustatius and Saba,BES,2002,11.641791
Bonaire Sint Eustatius and Saba,BES,2003,11.536017
Bonaire Sint Eustatius and Saba,BES,2004,11.455696
Bonaire Sint Eustatius and Saba,BES,2005,11.378151
Bonaire Sint Eustatius and Saba,BES,2006,11.327044
Bonaire Sint Eustatius and Saba,BES,2007,11.252609
Bonaire Sint Eustatius and Saba,BES,2008,11.204166
Bonaire Sint Eustatius and Saba,BES,2009,11.109731
Bonaire Sint Eustatius and Saba,BES,2010,11.06405
Bonaire Sint Eustatius and Saba,BES,2011,10.198077
Bonaire Sint Eustatius and Saba,BES,2012,9.446043
Bonaire Sint Eustatius and Saba,BES,2013,8.798646
Bonaire Sint Eustatius and Saba,BES,2014,8.2137165
Bonaire Sint Eustatius and Saba,BES,2015,7.7140694
Bonaire Sint Eustatius and Saba,BES,2016,7.243902
Bonaire Sint Eustatius and Saba,BES,2017,6.8385773
Bonaire Sint Eustatius and Saba,BES,2018,6.462141
Bonaire Sint Eustatius and Saba,BES,2019,6.12625
